"Delivery Address ID","Delivery Address","Consignment Reference","Sale Order Reference","Sale Order Date added","Delivery Run Date","Date Delivered","Delivery Run",Quantity,Pallets,Spaces,"Cubic (m³)","Weight (kg)","Product Code","Product Name","Product Type","Expiry date","Unit of Measure","Order Qty","Ship Qty"
1829,"Petbarn Burleigh, Store Manager, Unit 2, 50 Kortum Drive,, BURLEIGH HEADS, BURLEIGH HEADS, ",TOR435461,TOR435461,"2025-05-08 06:14:35",2025-05-12,"2025-05-12 12:05:46","GOLD COAST",26,0,0,0.325,252.71,142926,"Prime 100 - Dog - RAW DUCK 1.7KG","Frozen -18C to -20C",2025-09-12,EA,2,2
1829,"Petbarn Burleigh, Store Manager, Unit 2, 50 Kortum Drive,, BURLEIGH HEADS, BURLEIGH HEADS, ",TOR435461,TOR435461,"2025-05-08 06:14:35",2025-05-12,"2025-05-12 12:05:46","GOLD COAST",26,0,0,0.325,252.71,142927,"Prime 100 - Dog - RAW CHICKEN 1.7KG","Frozen -18C to -20C",2025-08-05,EA,1,1
1829,"Petbarn Burleigh, Store Manager, Unit 2, 50 Kortum Drive,, BURLEIGH HEADS, BURLEIGH HEADS, ",TOR435461,TOR435461,"2025-05-08 06:14:35",2025-05-12,"2025-05-12 12:05:46","GOLD COAST",26,0,0,0.325,252.71,3219209,"Prime 100 - Dog - DUCK & SWEET POTATO 2KG","Chiller 0C to +4C",2025-08-09,EA,1,1
1829,"Petbarn Burleigh, Store Manager, Unit 2, 50 Kortum Drive,, BURLEIGH HEADS, BURLEIGH HEADS, ",TOR435461,TOR435461,"2025-05-08 06:14:35",2025-05-12,"2025-05-12 12:05:46","GOLD COAST",26,0,0,0.325,252.71,143807,"Savour Life - Dog - CHICKEN 2.72KG","Frozen -18C to -20C",2026-04-28,EA,1,1
1829,"Petbarn Burleigh, Store Manager, Unit 2, 50 Kortum Drive,, BURLEIGH HEADS, BURLEIGH HEADS, ",TOR435461,TOR435461,"2025-05-08 06:14:35",2025-05-12,"2025-05-12 12:05:46","GOLD COAST",26,0,0,0.325,252.71,146259,"Nosh - Dog - VARIETY PACK 500G x 7","Frozen -18C to -20C",2026-03-25,EA,3,3
1829,"Petbarn Burleigh, Store Manager, Unit 2, 50 Kortum Drive,, BURLEIGH HEADS, BURLEIGH HEADS, ",TOR435461,TOR435461,"2025-05-08 06:14:35",2025-05-12,"2025-05-12 12:05:46","GOLD COAST",26,0,0,0.325,252.71,145812,"Barf - Dog - MEDALLIONS ROO 1KG","Frozen -18C to -20C",2027-04-10,EA,1,1
1829,"Petbarn Burleigh, Store Manager, Unit 2, 50 Kortum Drive,, BURLEIGH HEADS, BURLEIGH HEADS, ",TOR435461,TOR435461,"2025-05-08 06:14:35",2025-05-12,"2025-05-12 12:05:46","GOLD COAST",26,0,0,0.325,252.71,145813,"Barf - Dog - MEDALLIONS COMBO 1KG","Frozen -18C to -20C",2027-03-27,EA,1,1
1829,"Petbarn Burleigh, Store Manager, Unit 2, 50 Kortum Drive,, BURLEIGH HEADS, BURLEIGH HEADS, ",TOR435461,TOR435461,"2025-05-08 06:14:35",2025-05-12,"2025-05-12 12:05:46","GOLD COAST",26,0,0,0.325,252.71,146870,"Prime 100 - Dog - BEEF & CARROT 2KG","Chiller 0C to +4C",2025-08-14,EA,5,5
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,19776,"Barf - Dog - BEEF 2.72KG","Frozen -18C to -20C",2027-04-05,EA,9,9
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,19777,"Barf - Dog - COMBO 2.72KG","Frozen -18C to -20C",2027-04-04,EA,10,10
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,19773,"Barf - Dog - CHICKEN 2.72KG","Frozen -18C to -20C",2027-04-29,EA,2,2
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,19782,"Barf - Dog - ROO 2.72KG","Frozen -18C to -20C",2027-04-03,EA,1,1
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,133076,"Prime 100 - Dog - ROO & PUMPKIN 2KG","Chiller 0C to +4C",2025-08-27,EA,40,40
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,133077,"Prime 100 - Dog - CHICKEN & BROWN RICE 2KG","Chiller 0C to +4C",2025-08-14,EA,33,33
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,133078,"Prime 100 - Dog - LAMB & ROSEMARY 2KG","Chiller 0C to +4C",2025-08-05,EA,10,10
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,134908,"Prime 100 - Dog - TURKEY & FLAXSEED 800G","Chiller 0C to +4C",2025-08-27,EA,15,15
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,134909,"Prime 100 - Dog - ROO & PUMPKIN 800G","Chiller 0C to +4C",2025-08-21,EA,20,20
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,135918,"Prime 100 - Dog - SALMON & TAPIOCA 2KG","Chiller 0C to +4C",2025-08-15,EA,28,28
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,135919,"Prime 100 - Dog - TURKEY & FLAXSEED 2KG","Chiller 0C to +4C",2025-08-15,EA,24,24
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,135921,"L&B - Dog - CHICKEN & SALMON 2KG","Chiller 0C to +4C",2025-07-23,EA,2,2
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,135927,"L&B - Dog - SENS SALMON & LAMB 2KG","Frozen -18C to -20C",2026-10-02,EA,4,4
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,135924,"L&B - Dog - CHICKEN & VEG 2.72KG","Frozen -18C to -20C",2026-10-08,EA,4,4
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,3217931,"L&B - Dog - COMBO 2.72KG","Frozen -18C to -20C",2026-10-02,EA,12,12
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,3217932,"L&B - Dog - SALMON & VEG 2.72KG","Frozen -18C to -20C",2026-09-24,EA,4,4
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,3217933,"L&B - Dog - SP LAMB & VEG 2.72KG","Frozen -18C to -20C",2026-10-15,EA,4,4
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,138474,"Prime 100 - Dog - WILD BOAR 2KG","Chiller 0C to +4C",2025-07-31,EA,12,12
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,138457,"L&B - Dog - COMBO 2KG","Chiller 0C to +4C",2025-07-25,EA,4,4
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,138458,"L&B - Puppy - LARGE CHICKEN & VEG 2KG","Chiller 0C to +4C",2025-07-31,EA,8,8
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,140923,"Nosh - Dog - CHICKEN 500G x 7","Frozen -18C to -20C",2026-03-14,EA,5,5
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,140925,"Nosh - Dog - BEEF 500G x 7","Frozen -18C to -20C",2026-04-03,EA,5,5
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,140927,"Nosh - Dog - ROO 500G x 7","Frozen -18C to -20C",2026-03-03,EA,3,3
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,140929,"Nosh - Dog - SALMON 500G x 7","Frozen -18C to -20C",2026-03-12,EA,2,2
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,140931,"Nosh - Puppy - CHICKEN 500G x 7","Frozen -18C to -20C",2026-03-28,EA,4,4
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,142802,"Nosh - Dog - ALLERGY PORK 500G x 7","Frozen -18C to -20C",2026-02-26,EA,1,1
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,142810,"Nosh - Kitten - CHICKEN 300G x 7","Frozen -18C to -20C",2026-02-05,EA,2,2
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,142812,"Nosh - Cat - CHICKEN 300G x 7","Frozen -18C to -20C",2026-03-14,EA,2,2
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,142846,"Prime 100 - Puppy - SALMON & TAPIOCA 1KG","Chiller 0C to +4C",2025-07-29,EA,9,9
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,142847,"Prime 100 - Puppy - TURKEY & FLAXSEED 1KG","Chiller 0C to +4C",2025-07-30,EA,7,7
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,142924,"Prime 100 - Dog - RAW ROO 1.7KG","Frozen -18C to -20C",2025-09-05,EA,1,1
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,142925,"Prime 100 - Dog - RAW LAMB 1.7KG","Frozen -18C to -20C",2025-09-06,EA,2,2
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,142926,"Prime 100 - Dog - RAW DUCK 1.7KG","Frozen -18C to -20C",2025-09-12,EA,2,2
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,142927,"Prime 100 - Dog - RAW CHICKEN 1.7KG","Frozen -18C to -20C",2025-09-12,EA,6,6
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,142928,"Prime 100 - Puppy - RAW CHICKEN 1.7KG","Frozen -18C to -20C",2025-09-19,EA,2,2
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,3219209,"Prime 100 - Dog - DUCK & SWEET POTATO 2KG","Chiller 0C to +4C",2025-08-09,EA,16,16
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,143807,"Savour Life - Dog - CHICKEN 2.72KG","Frozen -18C to -20C",2026-04-28,EA,5,5
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,143809,"Savour Life - Dog - SALMON 2.72KG","Frozen -18C to -20C",2026-05-16,EA,8,8
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,145443,"Nosh - Dog - BARRAMUNDI 500G x 7","Frozen -18C to -20C",2026-03-20,EA,2,2
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,145445,"Nosh - Puppy - BARRAMUNDI 500G x 7","Frozen -18C to -20C",2026-03-06,EA,2,2
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,146258,"Nosh - Dog - LAMB 500G x 7","Frozen -18C to -20C",2026-04-16,EA,2,2
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,146259,"Nosh - Dog - VARIETY PACK 500G x 7","Frozen -18C to -20C",2026-03-25,EA,4,4
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,146481,"Proudi - Dog - BEEF 2.4KG","Frozen -18C to -20C",2026-12-03,EA,3,3
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,146482,"Proudi - Dog - COMBO 2.4KG","Frozen -18C to -20C",2027-02-12,EA,4,4
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,146483,"Proudi - Dog - TURKEY CHICKEN 2.4KG","Frozen -18C to -20C",2026-12-02,EA,3,3
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,146485,"Proudi - Cat - BEEF & ROO 1.08KG","Frozen -18C to -20C",2026-12-05,EA,4,4
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,145659,"Prime 100 - Puppy - TURKEY & FLAXSEED 2KG","Chiller 0C to +4C",2025-08-13,EA,8,8
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,145660,"Prime 100 - Puppy - SALMON & TAPIOCA 2KG","Chiller 0C to +4C",2025-08-05,EA,5,3
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,145660,"Prime 100 - Puppy - SALMON & TAPIOCA 2KG","Chiller 0C to +4C",2025-08-12,EA,5,2
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,145811,"Barf - Dog - MEDALLIONS CHCK 1KG","Frozen -18C to -20C",2027-04-10,EA,2,2
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,145812,"Barf - Dog - MEDALLIONS ROO 1KG","Frozen -18C to -20C",2027-04-10,EA,3,3
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,145813,"Barf - Dog - MEDALLIONS COMBO 1KG","Frozen -18C to -20C",2027-03-27,EA,1,1
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,145864,"Barf - Puppy - CHICKEN 2.72KG","Frozen -18C to -20C",2026-10-14,EA,4,4
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,145865,"L&B - Dog - BEEF 2.72KG","Frozen -18C to -20C",2026-10-08,EA,4,4
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,145866,"L&B - Dog - WEIGHT OCEAN FISH 2.72KG","Frozen -18C to -20C",2026-10-23,EA,4,4
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,146762,"L&B - Dog - BEEF MEATBALL 750G","Chiller 0C to +4C",2025-06-14,EA,4,4
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,146763,"L&B - Dog - CHICKEN MEATBALL 750G","Chiller 0C to +4C",2025-06-14,EA,2,2
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,146868,"Savour Life - Dog - COMBO 2.72KG","Frozen -18C to -20C",2026-04-05,EA,4,4
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,146870,"Prime 100 - Dog - BEEF & CARROT 2KG","Chiller 0C to +4C",2025-08-07,EA,12,12
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,147183,"L&B - Dog - CHICKEN 3KG","Chiller 0C to +4C",2025-08-07,EA,4,4
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,147184,"L&B - Dog - BEEF 3KG","Chiller 0C to +4C",2025-07-26,EA,4,4
1831,"Petbarn Toowoomba, Store Manager, Unit 2A Building A ,910 - 932 Ruthven Street, KEARNEYS SPRING, TOOWOOMBA, ",TOR435462,TOR435462,"2025-05-08 06:12:31",2025-05-12,"2025-05-12 12:26:24",TOOWOOMBA,99,0,0,1.317,887.66,147185,"L&B - Dog - CHICKEN LRG BREED 3KG","Chiller 0C to +4C",2025-07-16,EA,4,4
